User;Timestamp;CPU;Memoria;Disco;Rede;Processos;Data_Boot;uptime_min;temperaturaCPU;indoor
COD001;01/10/2025 12:27;82.59;61.93;81.15;0.19;337;01/10/2025 00:00;747.0;69;1
COD001;01/10/2025 12:28;81.57;59.77;81.15;0.19;337;01/10/2025 00:00;748.0;70;1
COD001;01/10/2025 12:29;73.15;59.85;81.15;0.19;337;01/10/2025 00:00;749.0;67;1
COD001;01/10/2025 12:30;80.1;61.15;81.15;0.19;337;01/10/2025 00:00;750.0;72;1
COD001;01/10/2025 12:31;78.9;60.19;81.15;0.19;337;01/10/2025 00:00;751.0;67;1
COD001;01/10/2025 12:32;77.85;62.48;81.15;0.19;337;01/10/2025 00:00;752.0;71;1
COD001;01/10/2025 12:33;71.08;60.16;81.15;0.19;337;01/10/2025 00:00;753.0;66;1
COD001;01/10/2025 12:34;73.4;60.33;81.15;0.19;337;01/10/2025 00:00;754.0;65;1
COD001;01/10/2025 12:35;80.85;61.43;81.15;0.19;337;01/10/2025 00:00;755.0;71;1
COD001;01/10/2025 12:36;86.6;60.46;81.15;0.19;337;01/10/2025 00:00;756.0;74;1
COD001;01/10/2025 12:37;72.83;59.45;81.15;0.19;337;01/10/2025 00:00;757.0;66;1
COD001;01/10/2025 12:38;88.27;59.62;81.15;0.19;337;01/10/2025 00:00;758.0;74;1
COD001;01/10/2025 12:39;81.15;61.59;81.15;0.19;337;01/10/2025 00:00;759.0;70;1
COD001;01/10/2025 12:40;71.11;59.32;81.15;0.19;337;01/10/2025 00:00;760.0;66;1
COD001;01/10/2025 12:41;82.39;62.63;81.15;0.19;337;01/10/2025 00:00;761.0;72;1
COD001;01/10/2025 12:42;86.45;60.13;81.15;0.19;337;01/10/2025 00:00;762.0;76;1
COD001;01/10/2025 12:43;82.23;61.7;81.15;0.19;337;01/10/2025 00:00;763.0;69;1
COD001;01/10/2025 12:44;96.73;60.21;81.15;0.19;337;01/10/2025 00:00;764.0;82;1
COD001;01/10/2025 12:45;82.79;59.87;81.15;0.19;337;01/10/2025 00:00;765.0;68;1
COD001;01/10/2025 12:46;87.0;61.26;81.15;0.19;337;01/10/2025 00:00;766.0;73;1
COD001;01/10/2025 12:47;80.95;62.24;81.15;0.19;337;01/10/2025 00:00;767.0;71;1
COD001;01/10/2025 12:48;87.86;60.68;81.15;0.19;337;01/10/2025 00:00;768.0;74;1
COD001;01/10/2025 12:49;64.36;60.9;81.15;0.19;337;01/10/2025 00:00;769.0;61;1
COD001;01/10/2025 12:50;75.25;61.95;81.15;0.19;337;01/10/2025 00:00;770.0;67;1
COD001;01/10/2025 12:51;78.83;62.0;81.15;0.19;337;01/10/2025 00:00;771.0;69;1
COD001;01/10/2025 12:52;85.03;60.95;81.15;0.19;337;01/10/2025 00:00;772.0;72;1
COD001;01/10/2025 12:53;82.94;60.47;81.15;0.19;337;01/10/2025 00:00;773.0;73;1
COD001;01/10/2025 12:54;89.35;61.1;81.15;0.19;337;01/10/2025 00:00;774.0;75;1
COD001;01/10/2025 12:55;84.37;60.78;81.15;0.19;337;01/10/2025 00:00;775.0;71;1
COD001;01/10/2025 12:56;83.45;61.39;81.15;0.19;337;01/10/2025 00:00;776.0;73;1
COD001;01/10/2025 12:57;81.11;59.58;81.15;0.19;337;01/10/2025 00:00;777.0;71;1
COD001;01/10/2025 12:58;83.4;61.35;81.15;0.19;337;01/10/2025 00:00;778.0;73;1
COD001;01/10/2025 12:59;88.18;60.16;81.15;0.19;337;01/10/2025 00:00;779.0;75;1
COD001;01/10/2025 13:00;87.79;62.11;81.15;0.19;337;01/10/2025 00:00;780.0;73;1
COD001;01/10/2025 13:01;88.78;60.22;81.15;0.19;337;01/10/2025 00:00;781.0;74;1
COD001;01/10/2025 13:02;81.07;60.25;81.15;0.19;337;01/10/2025 00:00;782.0;72;1
COD001;01/10/2025 13:03;78.01;61.57;81.15;0.19;337;01/10/2025 00:00;783.0;70;1
COD001;01/10/2025 13:04;79.7;61.06;81.15;0.19;337;01/10/2025 00:00;784.0;70;1
COD001;01/10/2025 13:05;85.57;63.78;81.15;0.19;337;01/10/2025 00:00;785.0;73;1
COD001;01/10/2025 13:06;94.53;59.09;81.15;0.19;337;01/10/2025 00:00;786.0;79;1
COD001;01/10/2025 13:07;85.05;61.19;81.15;0.19;337;01/10/2025 00:00;787.0;72;1
COD001;01/10/2025 13:08;86.9;62.41;81.15;0.19;337;01/10/2025 00:00;788.0;74;1
COD001;01/10/2025 13:09;72.01;60.37;81.15;0.19;337;01/10/2025 00:00;789.0;66;1
COD001;01/10/2025 13:10;100.0;59.97;81.15;0.19;337;01/10/2025 00:00;790.0;80;1
COD001;01/10/2025 13:11;76.15;60.02;81.15;0.19;337;01/10/2025 00:00;791.0;70;1
COD001;01/10/2025 13:12;96.72;59.14;81.15;0.19;337;01/10/2025 00:00;792.0;80;1
COD001;01/10/2025 13:13;80.23;62.7;81.15;0.19;337;01/10/2025 00:00;793.0;71;1
COD001;01/10/2025 13:14;90.95;60.69;81.15;0.19;337;01/10/2025 00:00;794.0;77;1
COD001;01/10/2025 13:15;90.08;60.55;81.15;0.19;337;01/10/2025 00:00;795.0;75;1
COD001;01/10/2025 13:16;84.95;58.54;81.15;0.19;337;01/10/2025 00:00;796.0;73;1
COD001;01/10/2025 13:17;83.46;59.37;81.15;0.19;337;01/10/2025 00:00;797.0;71;1
COD001;01/10/2025 13:18;78.17;62.86;81.15;0.19;337;01/10/2025 00:00;798.0;70;1
COD001;01/10/2025 13:19;84.5;61.47;81.15;0.19;337;01/10/2025 00:00;799.0;72;1
COD001;01/10/2025 13:20;92.71;62.51;81.15;0.19;337;01/10/2025 00:00;800.0;77;1
COD001;01/10/2025 13:21;87.73;62.36;81.15;0.19;337;01/10/2025 00:00;801.0;75;1
COD001;01/10/2025 13:22;79.07;59.91;81.15;0.19;337;01/10/2025 00:00;802.0;68;1
COD001;01/10/2025 13:23;93.48;64.03;81.15;0.19;337;01/10/2025 00:00;803.0;80;1
COD001;01/10/2025 13:24;77.07;63.46;81.15;0.19;337;01/10/2025 00:00;804.0;67;1
COD001;01/10/2025 13:25;87.09;60.45;81.15;0.19;337;01/10/2025 00:00;805.0;72;1
COD001;01/10/2025 13:26;79.51;56.85;81.15;0.19;337;01/10/2025 00:00;806.0;71;1
COD001;01/10/2025 13:27;80.4;60.71;81.15;0.19;337;01/10/2025 00:00;807.0;71;1
COD001;01/10/2025 13:28;93.56;61.42;81.15;0.19;337;01/10/2025 00:00;808.0;78;1
COD001;01/10/2025 13:29;82.89;60.46;81.15;0.19;337;01/10/2025 00:00;809.0;72;1
COD001;01/10/2025 13:30;75.64;60.88;81.15;0.19;337;01/10/2025 00:00;810.0;68;1
COD001;01/10/2025 13:31;82.6;60.16;81.15;0.19;337;01/10/2025 00:00;811.0;70;1
COD001;01/10/2025 13:32;91.8;62.26;81.15;0.19;337;01/10/2025 00:00;812.0;76;1
COD001;01/10/2025 13:33;81.52;61.23;81.15;0.19;337;01/10/2025 00:00;813.0;70;1
COD001;01/10/2025 13:34;95.25;62.3;81.15;0.19;337;01/10/2025 00:00;814.0;79;1
COD001;01/10/2025 13:35;93.93;62.63;81.15;0.19;337;01/10/2025 00:00;815.0;77;1
COD001;01/10/2025 13:36;87.51;58.56;81.15;0.19;337;01/10/2025 00:00;816.0;73;1
COD001;01/10/2025 13:37;95.34;60.25;81.15;0.19;337;01/10/2025 00:00;817.0;77;1
COD001;01/10/2025 13:38;100.0;60.43;81.15;0.19;337;01/10/2025 00:00;818.0;81;1
COD001;01/10/2025 13:39;73.49;64.27;81.15;0.19;337;01/10/2025 00:00;819.0;66;1
COD001;01/10/2025 13:40;95.6;61.36;81.15;0.19;337;01/10/2025 00:00;820.0;77;1
COD001;01/10/2025 13:41;91.89;62.16;81.15;0.19;337;01/10/2025 00:00;821.0;76;1
COD001;01/10/2025 13:42;85.49;58.94;81.15;0.19;337;01/10/2025 00:00;822.0;73;1
COD001;01/10/2025 13:43;92.52;61.37;81.15;0.19;337;01/10/2025 00:00;823.0;75;1
COD001;01/10/2025 13:44;90.78;62.38;81.15;0.19;337;01/10/2025 00:00;824.0;75;1
COD001;01/10/2025 13:45;84.09;62.24;81.15;0.19;337;01/10/2025 00:00;825.0;72;1
COD001;01/10/2025 13:46;98.67;61.96;81.15;0.19;337;01/10/2025 00:00;826.0;77;1
COD001;01/10/2025 13:47;89.36;61.23;81.15;0.19;337;01/10/2025 00:00;827.0;73;1
COD001;01/10/2025 13:48;96.82;61.29;81.15;0.19;337;01/10/2025 00:00;828.0;77;1
COD001;01/10/2025 13:49;86.9;59.19;81.15;0.19;337;01/10/2025 00:00;829.0;73;1
COD001;01/10/2025 13:50;77.3;60.14;81.15;0.19;337;01/10/2025 00:00;830.0;69;1
COD001;01/10/2025 13:51;90.59;61.51;81.15;0.19;337;01/10/2025 00:00;831.0;78;1
COD001;01/10/2025 13:52;87.35;60.37;81.15;0.19;337;01/10/2025 00:00;832.0;75;1
COD001;01/10/2025 13:53;80.3;62.06;81.15;0.19;337;01/10/2025 00:00;833.0;70;1
COD001;01/10/2025 13:54;77.41;61.8;81.15;0.19;337;01/10/2025 00:00;834.0;69;1
COD001;01/10/2025 13:55;93.69;62.89;81.15;0.19;337;01/10/2025 00:00;835.0;75;1
COD001;01/10/2025 13:56;98.39;62.4;81.15;0.19;337;01/10/2025 00:00;836.0;79;1
COD001;01/10/2025 13:57;99.41;61.53;81.15;0.19;337;01/10/2025 00:00;837.0;79;1
COD001;01/10/2025 13:58;93.49;62.16;81.15;0.19;337;01/10/2025 00:00;838.0;77;1
COD001;01/10/2025 13:59;89.9;62.47;81.15;0.19;337;01/10/2025 00:00;839.0;74;1
COD001;01/10/2025 14:00;91.33;60.66;81.15;0.19;337;01/10/2025 00:00;840.0;76;1
COD002;01/10/2025 08:00;22.81;42.64;90.77;0.41;505;01/10/2025 03:00;300.0;44;1
COD002;01/10/2025 08:01;28.19;42.17;90.77;0.41;505;01/10/2025 03:00;301.0;44;1
COD002;01/10/2025 08:02;19.3;42.81;90.77;0.41;505;01/10/2025 03:00;302.0;40;1
COD002;01/10/2025 08:03;14.04;42.33;90.77;0.41;505;01/10/2025 03:00;303.0;38;1
COD002;01/10/2025 08:04;21.47;40.7;90.77;0.41;505;01/10/2025 03:00;304.0;40;1
COD002;01/10/2025 08:05;24.51;43.44;90.77;0.41;505;01/10/2025 03:00;305.0;43;1
COD002;01/10/2025 08:06;21.46;41.66;90.77;0.41;505;01/10/2025 03:00;306.0;41;1
COD002;01/10/2025 08:07;23.56;40.39;90.77;0.41;505;01/10/2025 03:00;307.0;42;1
COD002;01/10/2025 08:08;38.91;41.75;90.77;0.41;505;01/10/2025 03:00;308.0;48;1
COD002;01/10/2025 08:09;29.82;44.06;90.77;0.41;505;01/10/2025 03:00;309.0;45;1
COD002;01/10/2025 08:10;14.04;43.29;90.77;0.41;505;01/10/2025 03:00;310.0;38;1
COD002;01/10/2025 08:11;28.45;41.85;90.77;0.41;505;01/10/2025 03:00;311.0;46;1
COD002;01/10/2025 08:12;8.76;41.86;90.77;0.41;505;01/10/2025 03:00;312.0;36;1
COD002;01/10/2025 08:13;28.46;41.89;90.77;0.41;505;01/10/2025 03:00;313.0;47;1
COD002;01/10/2025 08:14;27.59;44.77;90.77;0.41;505;01/10/2025 03:00;314.0;43;1
COD002;01/10/2025 08:15;24.56;42.75;90.77;0.41;505;01/10/2025 03:00;315.0;44;1
COD002;01/10/2025 08:16;17.71;42.81;90.77;0.41;505;01/10/2025 03:00;316.0;39;1
COD002;01/10/2025 08:17;17.74;43.53;90.77;0.41;505;01/10/2025 03:00;317.0;42;1
COD002;01/10/2025 08:18;27.64;42.59;90.77;0.41;505;01/10/2025 03:00;318.0;43;1
COD002;01/10/2025 08:19;20.57;41.99;90.77;0.41;505;01/10/2025 03:00;319.0;39;1
COD002;01/10/2025 08:20;30.86;42.07;90.77;0.41;505;01/10/2025 03:00;320.0;45;1
COD002;01/10/2025 08:21;20.76;42.22;90.77;0.41;505;01/10/2025 03:00;321.0;37;1
COD002;01/10/2025 08:22;22.71;42.27;90.77;0.41;505;01/10/2025 03:00;322.0;41;1
COD002;01/10/2025 08:23;30.69;43.19;90.77;0.41;505;01/10/2025 03:00;323.0;44;1
COD002;01/10/2025 08:24;25.26;42.39;90.77;0.41;505;01/10/2025 03:00;324.0;43;1
COD002;01/10/2025 08:25;24.46;43.21;90.77;0.41;505;01/10/2025 03:00;325.0;43;1
COD002;01/10/2025 08:26;27.64;42.23;90.77;0.41;505;01/10/2025 03:00;326.0;47;1
COD002;01/10/2025 08:27;28.5;42.43;90.77;0.41;505;01/10/2025 03:00;327.0;46;1
COD002;01/10/2025 08:28;25.41;39.94;90.77;0.41;505;01/10/2025 03:00;328.0;42;1
COD002;01/10/2025 08:29;27.71;43.44;90.77;0.41;505;01/10/2025 03:00;329.0;43;1
COD002;01/10/2025 08:30;25.44;42.76;90.77;0.41;505;01/10/2025 03:00;330.0;43;1
COD002;01/10/2025 08:31;29.26;43.55;90.77;0.41;505;01/10/2025 03:00;331.0;43;1
COD002;01/10/2025 08:32;28.51;38.88;90.77;0.41;505;01/10/2025 03:00;332.0;47;1
COD002;01/10/2025 08:33;30.15;44.86;90.77;0.41;505;01/10/2025 03:00;333.0;47;1
COD002;01/10/2025 08:34;32.38;42.2;90.77;0.41;505;01/10/2025 03:00;334.0;45;1
COD002;01/10/2025 08:35;19.66;43.7;90.77;0.41;505;01/10/2025 03:00;335.0;37;1
COD002;01/10/2025 08:36;17.5;41.12;90.77;0.41;505;01/10/2025 03:00;336.0;41;1
COD002;01/10/2025 08:37;25.26;43.11;90.77;0.41;505;01/10/2025 03:00;337.0;42;1
COD002;01/10/2025 08:38;26.05;41.11;90.77;0.41;505;01/10/2025 03:00;338.0;45;1
COD002;01/10/2025 08:39;30.61;41.63;90.77;0.41;505;01/10/2025 03:00;339.0;43;1
COD002;01/10/2025 08:40;18.96;44.68;90.77;0.41;505;01/10/2025 03:00;340.0;39;1
COD002;01/10/2025 08:41;28.97;42.16;90.77;0.41;505;01/10/2025 03:00;341.0;44;1
COD002;01/10/2025 08:42;30.8;42.66;90.77;0.41;505;01/10/2025 03:00;342.0;45;1
COD002;01/10/2025 08:43;16.43;43.44;90.77;0.41;505;01/10/2025 03:00;343.0;38;1
COD002;01/10/2025 08:44;31.04;43.0;90.77;0.41;505;01/10/2025 03:00;344.0;46;1
COD002;01/10/2025 08:45;37.91;42.59;90.77;0.41;505;01/10/2025 03:00;345.0;47;1
COD002;01/10/2025 08:46;29.12;42.85;90.77;0.41;505;01/10/2025 03:00;346.0;44;1
COD002;01/10/2025 08:47;22.13;45.3;90.77;0.41;505;01/10/2025 03:00;347.0;41;1
COD002;01/10/2025 08:48;24.46;42.35;90.77;0.41;505;01/10/2025 03:00;348.0;43;1
COD002;01/10/2025 08:49;28.1;42.66;90.77;0.41;505;01/10/2025 03:00;349.0;45;1
COD002;01/10/2025 08:50;25.1;43.69;90.77;0.41;505;01/10/2025 03:00;350.0;41;1
COD002;01/10/2025 08:51;6.44;43.76;90.77;0.41;505;01/10/2025 03:00;351.0;31;1
COD002;01/10/2025 08:52;39.24;43.86;90.77;0.41;505;01/10/2025 03:00;352.0;52;1
COD002;01/10/2025 08:53;25.86;43.21;90.77;0.41;505;01/10/2025 03:00;353.0;43;1
COD002;01/10/2025 08:54;28.0;41.07;90.77;0.41;505;01/10/2025 03:00;354.0;43;1
COD002;01/10/2025 08:55;35.85;44.41;90.77;0.41;505;01/10/2025 03:00;355.0;50;1
COD002;01/10/2025 08:56;31.15;41.08;90.77;0.41;505;01/10/2025 03:00;356.0;46;1
COD002;01/10/2025 08:57;26.2;42.82;90.77;0.41;505;01/10/2025 03:00;357.0;45;1
COD002;01/10/2025 08:58;29.1;41.55;90.77;0.41;505;01/10/2025 03:00;358.0;45;1
COD002;01/10/2025 08:59;33.62;42.39;90.77;0.41;505;01/10/2025 03:00;359.0;50;1
COD002;01/10/2025 09:00;33.86;42.86;90.77;0.41;505;01/10/2025 03:00;360.0;50;1
COD002;01/10/2025 09:01;28.78;42.86;90.77;0.41;505;01/10/2025 03:00;361.0;44;1
COD002;01/10/2025 09:02;35.81;42.98;90.77;0.41;505;01/10/2025 03:00;362.0;49;1
COD002;01/10/2025 09:03;35.87;44.42;90.77;0.41;505;01/10/2025 03:00;363.0;49;1
COD002;01/10/2025 09:04;27.09;43.03;90.77;0.41;505;01/10/2025 03:00;364.0;46;1
COD002;01/10/2025 09:05;23.58;42.19;90.77;0.41;505;01/10/2025 03:00;365.0;40;1
COD002;01/10/2025 09:06;33.04;43.65;90.77;0.41;505;01/10/2025 03:00;366.0;48;1
COD002;01/10/2025 09:07;34.93;43.92;90.77;0.41;505;01/10/2025 03:00;367.0;49;1
COD002;01/10/2025 09:08;27.78;41.03;90.77;0.41;505;01/10/2025 03:00;368.0;41;1
COD002;01/10/2025 09:09;28.07;43.22;90.77;0.41;505;01/10/2025 03:00;369.0;42;1
COD002;01/10/2025 09:10;35.0;43.35;90.77;0.41;505;01/10/2025 03:00;370.0;44;1
COD002;01/10/2025 09:11;32.47;42.15;90.77;0.41;505;01/10/2025 03:00;371.0;46;1
COD002;01/10/2025 09:12;41.01;44.17;90.77;0.41;505;01/10/2025 03:00;372.0;52;1
COD002;01/10/2025 09:13;35.23;42.34;90.77;0.41;505;01/10/2025 03:00;373.0;50;1
COD002;01/10/2025 09:14;48.44;42.67;90.77;0.41;505;01/10/2025 03:00;374.0;54;1
COD002;01/10/2025 09:15;35.58;42.32;90.77;0.41;505;01/10/2025 03:00;375.0;50;1
COD002;01/10/2025 09:16;25.73;42.55;90.77;0.41;505;01/10/2025 03:00;376.0;41;1
COD002;01/10/2025 09:17;30.74;41.22;90.77;0.41;505;01/10/2025 03:00;377.0;43;1
COD002;01/10/2025 09:18;31.58;40.81;90.77;0.41;505;01/10/2025 03:00;378.0;46;1
COD002;01/10/2025 09:19;20.61;44.46;90.77;0.41;505;01/10/2025 03:00;379.0;41;1
COD002;01/10/2025 09:20;37.24;41.53;90.77;0.41;505;01/10/2025 03:00;380.0;49;1
COD002;01/10/2025 09:21;33.05;41.36;90.77;0.41;505;01/10/2025 03:00;381.0;43;1
COD002;01/10/2025 09:22;32.59;39.97;90.77;0.41;505;01/10/2025 03:00;382.0;46;1
COD002;01/10/2025 09:23;29.0;41.79;90.77;0.41;505;01/10/2025 03:00;383.0;43;1
COD002;01/10/2025 09:24;25.26;40.98;90.77;0.41;505;01/10/2025 03:00;384.0;44;1
COD002;01/10/2025 09:25;31.61;44.54;90.77;0.41;505;01/10/2025 03:00;385.0;46;1
COD002;01/10/2025 09:26;27.12;43.78;90.77;0.41;505;01/10/2025 03:00;386.0;42;1
COD002;01/10/2025 09:27;33.45;41.75;90.77;0.41;505;01/10/2025 03:00;387.0;46;1
COD002;01/10/2025 09:28;27.16;45.28;90.77;0.41;505;01/10/2025 03:00;388.0;42;1
COD002;01/10/2025 09:29;23.71;43.76;90.77;0.41;505;01/10/2025 03:00;389.0;42;1
COD002;01/10/2025 09:30;34.41;42.2;90.77;0.41;505;01/10/2025 03:00;390.0;49;1
COD002;01/10/2025 09:31;35.23;39.59;90.77;0.41;505;01/10/2025 03:00;391.0;46;1
COD002;01/10/2025 09:32;37.8;45.34;90.77;0.41;505;01/10/2025 03:00;392.0;50;1
COD002;01/10/2025 09:33;34.52;40.93;90.77;0.41;505;01/10/2025 03:00;393.0;46;1
COD002;01/10/2025 09:34;44.51;40.63;90.77;0.41;505;01/10/2025 03:00;394.0;51;1
COD002;01/10/2025 09:35;29.92;43.83;90.77;0.41;505;01/10/2025 03:00;395.0;45;1
COD002;01/10/2025 09:36;42.27;45.54;90.77;0.41;505;01/10/2025 03:00;396.0;50;1
COD002;01/10/2025 09:37;27.68;44.28;90.77;0.41;505;01/10/2025 03:00;397.0;43;1
COD002;01/10/2025 09:38;29.97;43.3;90.77;0.41;505;01/10/2025 03:00;398.0;43;1
COD002;01/10/2025 09:39;32.01;43.34;90.77;0.41;505;01/10/2025 03:00;399.0;49;1
COD002;01/10/2025 09:40;33.27;43.65;90.77;0.41;505;01/10/2025 03:00;400.0;47;1
COD002;01/10/2025 09:41;45.82;43.54;90.77;0.41;505;01/10/2025 03:00;401.0;52;1
COD002;01/10/2025 09:42;30.7;42.97;90.77;0.41;505;01/10/2025 03:00;402.0;46;1
COD002;01/10/2025 09:43;26.49;42.76;90.77;0.41;505;01/10/2025 03:00;403.0;43;1
COD002;01/10/2025 09:44;40.78;42.57;90.77;0.41;505;01/10/2025 03:00;404.0;50;1
COD002;01/10/2025 09:45;35.46;41.74;90.77;0.41;505;01/10/2025 03:00;405.0;49;1
COD002;01/10/2025 09:46;24.85;42.31;90.77;0.41;505;01/10/2025 03:00;406.0;44;1
COD002;01/10/2025 09:47;38.3;40.62;90.77;0.41;505;01/10/2025 03:00;407.0;48;1
COD002;01/10/2025 09:48;42.6;42.54;90.77;0.41;505;01/10/2025 03:00;408.0;50;1
COD002;01/10/2025 09:49;33.43;41.48;90.77;0.41;505;01/10/2025 03:00;409.0;46;1
COD002;01/10/2025 09:50;47.17;41.34;90.77;0.41;505;01/10/2025 03:00;410.0;50;1
COD002;01/10/2025 09:51;47.19;42.89;90.77;0.41;505;01/10/2025 03:00;411.0;51;1
COD002;01/10/2025 09:52;31.66;44.35;90.77;0.41;505;01/10/2025 03:00;412.0;48;1
COD002;01/10/2025 09:53;42.68;43.78;90.77;0.41;505;01/10/2025 03:00;413.0;54;1
COD002;01/10/2025 09:54;22.07;40.8;90.77;0.41;505;01/10/2025 03:00;414.0;41;1
COD002;01/10/2025 09:55;38.07;41.5;90.77;0.41;505;01/10/2025 03:00;415.0;50;1
COD002;01/10/2025 09:56;31.7;43.82;90.77;0.41;505;01/10/2025 03:00;416.0;46;1
COD002;01/10/2025 09:57;43.9;41.52;90.77;0.41;505;01/10/2025 03:00;417.0;57;1
COD002;01/10/2025 09:58;31.13;42.43;90.77;0.41;505;01/10/2025 03:00;418.0;47;1
COD002;01/10/2025 09:59;44.57;43.36;90.77;0.41;505;01/10/2025 03:00;419.0;52;1
COD002;01/10/2025 10:00;31.88;41.54;90.77;0.41;505;01/10/2025 03:00;420.0;45;1
COD002;01/10/2025 10:01;34.63;42.84;90.77;0.41;505;01/10/2025 03:00;421.0;45;1
COD002;01/10/2025 10:02;32.46;41.11;90.77;0.41;505;01/10/2025 03:00;422.0;47;1
COD002;01/10/2025 10:03;39.42;42.0;90.77;0.41;505;01/10/2025 03:00;423.0;49;1
COD002;01/10/2025 10:04;28.39;43.11;90.77;0.41;505;01/10/2025 03:00;424.0;42;1
COD002;01/10/2025 10:05;42.65;40.82;90.77;0.41;505;01/10/2025 03:00;425.0;50;1
COD002;01/10/2025 10:06;33.54;43.26;90.77;0.41;505;01/10/2025 03:00;426.0;45;1
COD002;01/10/2025 10:07;54.07;42.71;90.77;0.41;505;01/10/2025 03:00;427.0;60;1
COD002;01/10/2025 10:08;36.77;43.4;90.77;0.41;505;01/10/2025 03:00;428.0;50;1
COD002;01/10/2025 10:09;33.28;43.01;90.77;0.41;505;01/10/2025 03:00;429.0;47;1
COD002;01/10/2025 10:10;42.12;44.38;90.77;0.41;505;01/10/2025 03:00;430.0;53;1
COD002;01/10/2025 10:11;33.05;42.9;90.77;0.41;505;01/10/2025 03:00;431.0;47;1
COD002;01/10/2025 10:12;43.15;42.24;90.77;0.41;505;01/10/2025 03:00;432.0;50;1
COD002;01/10/2025 10:13;35.98;42.91;90.77;0.41;505;01/10/2025 03:00;433.0;50;1
COD002;01/10/2025 10:14;42.66;43.41;90.77;0.41;505;01/10/2025 03:00;434.0;52;1
COD002;01/10/2025 10:15;39.77;42.83;90.77;0.41;505;01/10/2025 03:00;435.0;48;1
COD002;01/10/2025 10:16;43.32;42.82;90.77;0.41;505;01/10/2025 03:00;436.0;51;1
COD002;01/10/2025 10:17;34.84;41.93;90.77;0.41;505;01/10/2025 03:00;437.0;46;1
COD002;01/10/2025 10:18;35.14;41.98;90.77;0.41;505;01/10/2025 03:00;438.0;45;1
COD002;01/10/2025 10:19;49.95;41.1;90.77;0.41;505;01/10/2025 03:00;439.0;56;1
COD002;01/10/2025 10:20;49.68;44.89;90.77;0.41;505;01/10/2025 03:00;440.0;58;1
COD002;01/10/2025 10:21;46.57;41.3;90.77;0.41;505;01/10/2025 03:00;441.0;51;1
COD002;01/10/2025 10:22;36.24;41.96;90.77;0.41;505;01/10/2025 03:00;442.0;49;1
COD002;01/10/2025 10:23;49.3;41.94;90.77;0.41;505;01/10/2025 03:00;443.0;54;1
COD002;01/10/2025 10:24;38.2;43.88;90.77;0.41;505;01/10/2025 03:00;444.0;48;1
COD002;01/10/2025 10:25;39.6;42.45;90.77;0.41;505;01/10/2025 03:00;445.0;49;1
COD002;01/10/2025 10:26;48.16;44.31;90.77;0.41;505;01/10/2025 03:00;446.0;53;1
COD002;01/10/2025 10:27;40.1;42.01;90.77;0.41;505;01/10/2025 03:00;447.0;50;1
COD002;01/10/2025 10:28;40.73;43.15;90.77;0.41;505;01/10/2025 03:00;448.0;49;1
COD002;01/10/2025 10:29;38.87;41.82;90.77;0.41;505;01/10/2025 03:00;449.0;50;1
COD002;01/10/2025 10:30;36.59;45.4;90.77;0.41;505;01/10/2025 03:00;450.0;48;1
COD002;01/10/2025 10:31;36.44;41.41;90.77;0.41;505;01/10/2025 03:00;451.0;48;1
COD002;01/10/2025 10:32;39.02;43.21;90.77;0.41;505;01/10/2025 03:00;452.0;48;1
COD002;01/10/2025 10:33;42.69;43.6;90.77;0.41;505;01/10/2025 03:00;453.0;50;1
COD002;01/10/2025 10:34;39.62;43.34;90.77;0.41;505;01/10/2025 03:00;454.0;51;1
COD002;01/10/2025 10:35;33.62;42.62;90.77;0.41;505;01/10/2025 03:00;455.0;48;1
COD002;01/10/2025 10:36;40.96;42.7;90.77;0.41;505;01/10/2025 03:00;456.0;49;1
COD002;01/10/2025 10:37;40.55;42.91;90.77;0.41;505;01/10/2025 03:00;457.0;50;1
COD002;01/10/2025 10:38;42.74;42.68;90.77;0.41;505;01/10/2025 03:00;458.0;52;1
COD002;01/10/2025 10:39;45.54;44.02;90.77;0.41;505;01/10/2025 03:00;459.0;50;1
COD002;01/10/2025 10:40;44.56;45.52;90.77;0.41;505;01/10/2025 03:00;460.0;53;1
COD002;01/10/2025 10:41;36.83;42.2;90.77;0.41;505;01/10/2025 03:00;461.0;47;1
COD002;01/10/2025 10:42;36.95;41.23;90.77;0.41;505;01/10/2025 03:00;462.0;49;1
COD002;01/10/2025 10:43;39.43;42.77;90.77;0.41;505;01/10/2025 03:00;463.0;49;1
COD002;01/10/2025 10:44;37.74;45.98;90.77;0.41;505;01/10/2025 03:00;464.0;46;1
COD002;01/10/2025 10:45;32.01;41.92;90.77;0.41;505;01/10/2025 03:00;465.0;44;1
COD002;01/10/2025 10:46;39.97;44.86;90.77;0.41;505;01/10/2025 03:00;466.0;50;1
COD002;01/10/2025 10:47;33.36;44.91;90.77;0.41;505;01/10/2025 03:00;467.0;47;1
COD002;01/10/2025 10:48;34.66;42.23;90.77;0.41;505;01/10/2025 03:00;468.0;46;1
COD002;01/10/2025 10:49;34.94;43.59;90.77;0.41;505;01/10/2025 03:00;469.0;48;1
COD002;01/10/2025 10:50;36.38;44.86;90.77;0.41;505;01/10/2025 03:00;470.0;46;1
COD002;01/10/2025 10:51;35.95;42.46;90.77;0.41;505;01/10/2025 03:00;471.0;48;1
COD002;01/10/2025 10:52;37.62;42.67;90.77;0.41;505;01/10/2025 03:00;472.0;47;1
COD002;01/10/2025 10:53;42.3;42.22;90.77;0.41;505;01/10/2025 03:00;473.0;50;1
